source,sourceLabel,target,targetLabel,relationshipType
http://www.wikidata.org/entity/Q101254,Q101254,http://www.wikidata.org/entity/Q145,Verenigd Koninkrijk,In Land
http://www.wikidata.org/entity/Q1425428,Q1425428,http://www.wikidata.org/entity/Q145,Verenigd Koninkrijk,In Land
http://www.wikidata.org/entity/Q5125864,Q5125864,http://www.wikidata.org/entity/Q145,Verenigd Koninkrijk,In Land
http://www.wikidata.org/entity/Q5688340,Q5688340,http://www.wikidata.org/entity/Q145,Verenigd Koninkrijk,In Land
http://www.wikidata.org/entity/Q67574558,Q67574558,http://www.wikidata.org/entity/Q145,Verenigd Koninkrijk,In Land
http://www.wikidata.org/entity/Q7650196,Q7650196,http://www.wikidata.org/entity/Q145,Verenigd Koninkrijk,In Land
http://www.wikidata.org/entity/Q7683408,Q7683408,http://www.wikidata.org/entity/Q833,Maleisië,In Land
http://www.wikidata.org/entity/Q815948,Q815948,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q1809061,'s-Heer Abtskerke,http://www.wikidata.org/entity/Q55,Nederland,In Land
http://www.wikidata.org/entity/Q2766547,'s-Hertogenbosch,http://www.wikidata.org/entity/Q55,Nederland,In Land
http://www.wikidata.org/entity/Q2603716,Aalbeke,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q13121,Aalst,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q300970,Aalter,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q955,Aardenburg,http://www.wikidata.org/entity/Q55,Nederland,In Land
http://www.wikidata.org/entity/Q273442,Aarschot,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q2750562,Aarsele,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q2751461,Aartrijke,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q95096,Aat,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q36405,Aberdeen,http://www.wikidata.org/entity/Q145,Verenigd Koninkrijk,In Land
http://www.wikidata.org/entity/Q1622949,Accrington,http://www.wikidata.org/entity/Q145,Verenigd Koninkrijk,In Land
http://www.wikidata.org/entity/Q115818424,Achiel Piepers,http://www.wikidata.org/entity/Q639974,Ardooie,Sterfteplaats
http://www.wikidata.org/entity/Q115818424,Achiel Piepers,http://www.wikidata.org/entity/Q639974,Ardooie,Werklocatie
http://www.wikidata.org/entity/Q115818424,Achiel Piepers,http://www.wikidata.org/entity/Q12994,Brugge,Werklocatie
http://www.wikidata.org/entity/Q115818424,Achiel Piepers,http://www.wikidata.org/entity/Q674954,De Panne,Werklocatie
http://www.wikidata.org/entity/Q115818424,Achiel Piepers,http://www.wikidata.org/entity/Q12995,Kortrijk,Werklocatie
http://www.wikidata.org/entity/Q115818424,Achiel Piepers,http://www.wikidata.org/entity/Q731501,Kuurne,Geboorteplaats
http://www.wikidata.org/entity/Q115818424,Achiel Piepers,http://www.wikidata.org/entity/Q220145,Moeskroen,Werklocatie
http://www.wikidata.org/entity/Q115818424,Achiel Piepers,http://www.wikidata.org/entity/Q12996,Oostende,Werklocatie
http://www.wikidata.org/entity/Q119013873,Achiel Van de Putte,http://www.wikidata.org/entity/Q2746117,Koolkerke,Werklocatie
http://www.wikidata.org/entity/Q119013873,Achiel Van de Putte,http://www.wikidata.org/entity/Q623310,Nieuwpoort,Werklocatie
http://www.wikidata.org/entity/Q119013873,Achiel Van de Putte,http://www.wikidata.org/entity/Q12996,Oostende,Werklocatie
http://www.wikidata.org/entity/Q119013873,Achiel Van de Putte,http://www.wikidata.org/entity/Q211037,Roeselare,Werklocatie
http://www.wikidata.org/entity/Q119013873,Achiel Van de Putte,http://www.wikidata.org/entity/Q2352516,Rollegem-Kapelle,Geboorteplaats
http://www.wikidata.org/entity/Q119013873,Achiel Van de Putte,http://www.wikidata.org/entity/Q506707,Veurne,Werklocatie
http://www.wikidata.org/entity/Q119013873,Achiel Van de Putte,http://www.wikidata.org/entity/Q506707,Veurne,Sterfteplaats
http://www.wikidata.org/entity/Q119217729,Achille Croquison,http://www.wikidata.org/entity/Q12995,Kortrijk,Sterfteplaats
http://www.wikidata.org/entity/Q119217729,Achille Croquison,http://www.wikidata.org/entity/Q12995,Kortrijk,Geboorteplaats
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,http://www.wikidata.org/entity/Q817375,Kruishoutem,Geboorteplaats
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,http://www.wikidata.org/entity/Q13815099,Maria-Aalter,Werklocatie
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,http://www.wikidata.org/entity/Q2400293,Oostakker,Werklocatie
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,http://www.wikidata.org/entity/Q14988,Oostwinkel,Sterfteplaats
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,http://www.wikidata.org/entity/Q14988,Oostwinkel,Werklocatie
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,http://www.wikidata.org/entity/Q268219,Ronse,Werklocatie
http://www.wikidata.org/entity/Q123417058,Adela Pauline Courtens,http://www.wikidata.org/entity/Q478797,Harelbeke,Sterfteplaats
http://www.wikidata.org/entity/Q123417058,Adela Pauline Courtens,http://www.wikidata.org/entity/Q478797,Harelbeke,Geboorteplaats
http://www.wikidata.org/entity/Q123417058,Adela Pauline Courtens,http://www.wikidata.org/entity/Q478797,Harelbeke,Werklocatie
http://www.wikidata.org/entity/Q125306156,Adelaida Antonia Vuylsteke,http://www.wikidata.org/entity/Q12995,Kortrijk,Sterfteplaats
http://www.wikidata.org/entity/Q125306156,Adelaida Antonia Vuylsteke,http://www.wikidata.org/entity/Q12995,Kortrijk,Woonplaats
http://www.wikidata.org/entity/Q125306156,Adelaida Antonia Vuylsteke,http://www.wikidata.org/entity/Q213224,Menen,Geboorteplaats
http://www.wikidata.org/entity/Q301745,Adinkerke,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q113754119,Adolf De Wolf,http://www.wikidata.org/entity/Q12994,Brugge,Geboorteplaats
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q12994,Brugge,Geboorteplaats
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q12994,Brugge,Sterfteplaats
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q12994,Brugge,Werklocatie
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q102728,Ieper,Werklocatie
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q2053561,Pervijze,Werklocatie
http://www.wikidata.org/entity/Q2524668,Adolf Duclos,http://www.wikidata.org/entity/Q270633,Torhout,Werklocatie
http://www.wikidata.org/entity/Q4722117,Adolf Lootens,http://www.wikidata.org/entity/Q12994,Brugge,Geboorteplaats
http://www.wikidata.org/entity/Q4722117,Adolf Lootens,http://www.wikidata.org/entity/Q12994,Brugge,Werklocatie
http://www.wikidata.org/entity/Q4722117,Adolf Lootens,http://www.wikidata.org/entity/Q123947,Highgate,Sterfteplaats
http://www.wikidata.org/entity/Q4722117,Adolf Lootens,http://www.wikidata.org/entity/Q84,Londen,Werklocatie
http://www.wikidata.org/entity/Q43140929,Adolf Pauwels,http://www.wikidata.org/entity/Q12892,Antwerpen,Sterfteplaats
http://www.wikidata.org/entity/Q43140929,Adolf Pauwels,http://www.wikidata.org/entity/Q818804,Berchem,Geboorteplaats
http://www.wikidata.org/entity/Q100534520,Adolf Verriest,http://www.wikidata.org/entity/Q21768611,Deerlijk,Geboorteplaats
http://www.wikidata.org/entity/Q100534520,Adolf Verriest,http://www.wikidata.org/entity/Q12995,Kortrijk,Werklocatie
http://www.wikidata.org/entity/Q100534520,Adolf Verriest,http://www.wikidata.org/entity/Q21767298,Kortrijk,Sterfteplaats
http://www.wikidata.org/entity/Q5580544,Adrianus Bogaers,http://www.wikidata.org/entity/Q36600,Den Haag,Geboorteplaats
http://www.wikidata.org/entity/Q5580544,Adrianus Bogaers,http://www.wikidata.org/entity/Q39865,Spa,Sterfteplaats
http://www.wikidata.org/entity/Q116687284,Agnes Mary Christophers,http://www.wikidata.org/entity/Q131491,Brighton,Woonplaats
http://www.wikidata.org/entity/Q116687284,Agnes Mary Christophers,http://www.wikidata.org/entity/Q277162,Hammersmith,Woonplaats
http://www.wikidata.org/entity/Q116687284,Agnes Mary Christophers,http://www.wikidata.org/entity/Q124230,Paddington,Woonplaats
http://www.wikidata.org/entity/Q116687284,Agnes Mary Christophers,http://www.wikidata.org/entity/Q79848,Southampton,Woonplaats
http://www.wikidata.org/entity/Q116687284,Agnes Mary Christophers,http://www.wikidata.org/entity/Q2065416,St Pancras,Geboorteplaats
http://www.wikidata.org/entity/Q115814290,Aimé Erneste Marie Dierick,http://www.wikidata.org/entity/Q478797,Harelbeke,Werklocatie
http://www.wikidata.org/entity/Q115814290,Aimé Erneste Marie Dierick,http://www.wikidata.org/entity/Q478797,Harelbeke,Sterfteplaats
http://www.wikidata.org/entity/Q115814290,Aimé Erneste Marie Dierick,http://www.wikidata.org/entity/Q3110823,Heule,Werklocatie
http://www.wikidata.org/entity/Q115814290,Aimé Erneste Marie Dierick,http://www.wikidata.org/entity/Q392337,Izegem,Werklocatie
http://www.wikidata.org/entity/Q115814290,Aimé Erneste Marie Dierick,http://www.wikidata.org/entity/Q392337,Izegem,Geboorteplaats
http://www.wikidata.org/entity/Q115814290,Aimé Erneste Marie Dierick,http://www.wikidata.org/entity/Q628733,Moorslede,Werklocatie
http://www.wikidata.org/entity/Q115814290,Aimé Erneste Marie Dierick,http://www.wikidata.org/entity/Q211037,Roeselare,Werklocatie
http://www.wikidata.org/entity/Q115834690,Aimé Lagae,http://www.wikidata.org/entity/Q12994,Brugge,Werklocatie
http://www.wikidata.org/entity/Q115834690,Aimé Lagae,http://www.wikidata.org/entity/Q12994,Brugge,Sterfteplaats
http://www.wikidata.org/entity/Q115834690,Aimé Lagae,http://www.wikidata.org/entity/Q3110823,Heule,Geboorteplaats
http://www.wikidata.org/entity/Q115834690,Aimé Lagae,http://www.wikidata.org/entity/Q211037,Roeselare,Werklocatie
http://www.wikidata.org/entity/Q47465,Aix-en-Provence,http://www.wikidata.org/entity/Q142,Frankrijk,In Land
http://www.wikidata.org/entity/Q1017,Aken,http://www.wikidata.org/entity/Q183,Duitsland,In Land
http://www.wikidata.org/entity/Q15627098,Albany James Christie,http://www.wikidata.org/entity/Q23306,Groot-Londen,Geboorteplaats
http://www.wikidata.org/entity/Q15627098,Albany James Christie,http://www.wikidata.org/entity/Q23306,Groot-Londen,Sterfteplaats
http://www.wikidata.org/entity/Q15627098,Albany James Christie,http://www.wikidata.org/entity/Q5273898,Southwark,Geboorteplaats
http://www.wikidata.org/entity/Q118772822,Albert Aimé Marie Vandewalle,http://www.wikidata.org/entity/Q392337,Izegem,Woonplaats
http://www.wikidata.org/entity/Q118772822,Albert Aimé Marie Vandewalle,http://www.wikidata.org/entity/Q12887,Schaarbeek,Woonplaats
http://www.wikidata.org/entity/Q586323,Albert Verwey,http://www.wikidata.org/entity/Q727,Amsterdam,Geboorteplaats
http://www.wikidata.org/entity/Q586323,Albert Verwey,http://www.wikidata.org/entity/Q727,Amsterdam,Werklocatie
http://www.wikidata.org/entity/Q586323,Albert Verwey,http://www.wikidata.org/entity/Q43631,Leiden,Werklocatie
http://www.wikidata.org/entity/Q586323,Albert Verwey,http://www.wikidata.org/entity/Q84957520,Noordwijk aan Zee,Sterfteplaats
http://www.wikidata.org/entity/Q2832059,Albéric Emmanuel Henri Marie Ghislain Ruzette,http://www.wikidata.org/entity/Q12994,Brugge,Sterfteplaats
http://www.wikidata.org/entity/Q2832059,Albéric Emmanuel Henri Marie Ghislain Ruzette,http://www.wikidata.org/entity/Q12994,Brugge,Werklocatie
http://www.wikidata.org/entity/Q2832059,Albéric Emmanuel Henri Marie Ghislain Ruzette,http://www.wikidata.org/entity/Q272243,Sint-Joost-ten-Node,Geboorteplaats
http://www.wikidata.org/entity/Q56036018,Alexandre Bonvarlet,http://www.wikidata.org/entity/Q45797,Duinkerke,Geboorteplaats
http://www.wikidata.org/entity/Q56036018,Alexandre Bonvarlet,http://www.wikidata.org/entity/Q243851,Nieuw-Koudekerke,Sterfteplaats
http://www.wikidata.org/entity/Q125490771,Alexandre Marie Ghislain Gillès de Pélichy,http://www.wikidata.org/entity/Q12892,Antwerpen,Woonplaats
http://www.wikidata.org/entity/Q125490771,Alexandre Marie Ghislain Gillès de Pélichy,http://www.wikidata.org/entity/Q12892,Antwerpen,Geboorteplaats
http://www.wikidata.org/entity/Q125490771,Alexandre Marie Ghislain Gillès de Pélichy,http://www.wikidata.org/entity/Q12994,Brugge,Sterfteplaats
http://www.wikidata.org/entity/Q125490771,Alexandre Marie Ghislain Gillès de Pélichy,http://www.wikidata.org/entity/Q392337,Izegem,Woonplaats
http://www.wikidata.org/entity/Q2332586,Alexis De Carne,http://www.wikidata.org/entity/Q211037,Roeselare,Werklocatie
http://www.wikidata.org/entity/Q2332586,Alexis De Carne,http://www.wikidata.org/entity/Q211037,Roeselare,Sterfteplaats
http://www.wikidata.org/entity/Q2332586,Alexis De Carne,http://www.wikidata.org/entity/Q2580670,Stavele,Geboorteplaats
http://www.wikidata.org/entity/Q119729450,Alfons Algoet,http://www.wikidata.org/entity/Q12994,Brugge,Geboorteplaats
http://www.wikidata.org/entity/Q119729450,Alfons Algoet,http://www.wikidata.org/entity/Q12994,Brugge,Sterfteplaats
http://www.wikidata.org/entity/Q118142378,Alfons Bouckaert,http://www.wikidata.org/entity/Q270644,Beveren,Geboorteplaats
http://www.wikidata.org/entity/Q118142378,Alfons Bouckaert,http://www.wikidata.org/entity/Q12994,Brugge,Werklocatie
http://www.wikidata.org/entity/Q118142378,Alfons Bouckaert,http://www.wikidata.org/entity/Q270633,Torhout,Sterfteplaats
http://www.wikidata.org/entity/Q118142378,Alfons Bouckaert,http://www.wikidata.org/entity/Q270633,Torhout,Werklocatie
http://www.wikidata.org/entity/Q110039191,Alfons Dassonville,http://www.wikidata.org/entity/Q12994,Brugge,Werklocatie
http://www.wikidata.org/entity/Q110039191,Alfons Dassonville,http://www.wikidata.org/entity/Q3110823,Heule,Geboorteplaats
http://www.wikidata.org/entity/Q110039191,Alfons Dassonville,http://www.wikidata.org/entity/Q102728,Ieper,Werklocatie
http://www.wikidata.org/entity/Q110039191,Alfons Dassonville,http://www.wikidata.org/entity/Q12995,Kortrijk,Sterfteplaats
http://www.wikidata.org/entity/Q110039191,Alfons Dassonville,http://www.wikidata.org/entity/Q12995,Kortrijk,Werklocatie
http://www.wikidata.org/entity/Q110039191,Alfons Dassonville,http://www.wikidata.org/entity/Q2807,Madrid,Werklocatie
http://www.wikidata.org/entity/Q110039191,Alfons Dassonville,http://www.wikidata.org/entity/Q12996,Oostende,Werklocatie
http://www.wikidata.org/entity/Q110039191,Alfons Dassonville,http://www.wikidata.org/entity/Q499588,Poperinge,Werklocatie
http://www.wikidata.org/entity/Q110039191,Alfons Dassonville,http://www.wikidata.org/entity/Q2191390,Roesbrugge,Werklocatie
http://www.wikidata.org/entity/Q2100582,Alfons De Cock,http://www.wikidata.org/entity/Q12892,Antwerpen,Sterfteplaats
http://www.wikidata.org/entity/Q2100582,Alfons De Cock,http://www.wikidata.org/entity/Q696825,Denderleeuw,Werklocatie
http://www.wikidata.org/entity/Q2100582,Alfons De Cock,http://www.wikidata.org/entity/Q842744,Herdersem,Geboorteplaats
http://www.wikidata.org/entity/Q2638823,Alfons Janssens,http://www.wikidata.org/entity/Q4191,Luzern,Sterfteplaats
http://www.wikidata.org/entity/Q2638823,Alfons Janssens,http://www.wikidata.org/entity/Q13127,Sint-Niklaas,Geboorteplaats
http://www.wikidata.org/entity/Q2638823,Alfons Janssens,http://www.wikidata.org/entity/Q13127,Sint-Niklaas,Werklocatie
http://www.wikidata.org/entity/Q56036059,Alfons Maria Napoleon Prayon-van Zuylen van Nyevelt,http://www.wikidata.org/entity/Q208713,Elsene,Werklocatie
http://www.wikidata.org/entity/Q56036059,Alfons Maria Napoleon Prayon-van Zuylen van Nyevelt,http://www.wikidata.org/entity/Q21,Engeland,Woonplaats
http://www.wikidata.org/entity/Q56036059,Alfons Maria Napoleon Prayon-van Zuylen van Nyevelt,http://www.wikidata.org/entity/Q21,Engeland,Werklocatie
http://www.wikidata.org/entity/Q56036059,Alfons Maria Napoleon Prayon-van Zuylen van Nyevelt,http://www.wikidata.org/entity/Q1296,Gent,Werklocatie
http://www.wikidata.org/entity/Q56036059,Alfons Maria Napoleon Prayon-van Zuylen van Nyevelt,http://www.wikidata.org/entity/Q1296,Gent,Geboorteplaats
http://www.wikidata.org/entity/Q56036059,Alfons Maria Napoleon Prayon-van Zuylen van Nyevelt,http://www.wikidata.org/entity/Q1143278,Twickenham,Sterfteplaats
http://www.wikidata.org/entity/Q2675588,Alfons Mervillie,http://www.wikidata.org/entity/Q2751461,Aartrijke,Werklocatie
http://www.wikidata.org/entity/Q2675588,Alfons Mervillie,http://www.wikidata.org/entity/Q3040923,Dudzele,Werklocatie
http://www.wikidata.org/entity/Q2675588,Alfons Mervillie,http://www.wikidata.org/entity/Q12995,Kortrijk,Sterfteplaats
http://www.wikidata.org/entity/Q2675588,Alfons Mervillie,http://www.wikidata.org/entity/Q1847545,Nieuwkapelle,Werklocatie
http://www.wikidata.org/entity/Q2675588,Alfons Mervillie,http://www.wikidata.org/entity/Q623310,Nieuwpoort,Werklocatie
http://www.wikidata.org/entity/Q2675588,Alfons Mervillie,http://www.wikidata.org/entity/Q270633,Torhout,Werklocatie
http://www.wikidata.org/entity/Q2675588,Alfons Mervillie,http://www.wikidata.org/entity/Q2227700,Wontergem,Geboorteplaats
http://www.wikidata.org/entity/Q2539969,Alfons Siffer,http://www.wikidata.org/entity/Q1296,Gent,Sterfteplaats
http://www.wikidata.org/entity/Q2539969,Alfons Siffer,http://www.wikidata.org/entity/Q219827,Zomergem,Geboorteplaats
http://www.wikidata.org/entity/Q120973166,Alfons Van Doorne,http://www.wikidata.org/entity/Q300970,Aalter,Sterfteplaats
http://www.wikidata.org/entity/Q120973166,Alfons Van Doorne,http://www.wikidata.org/entity/Q3475001,Lotenhulle,Werklocatie
http://www.wikidata.org/entity/Q120973166,Alfons Van Doorne,http://www.wikidata.org/entity/Q3475027,Poeke,Geboorteplaats
http://www.wikidata.org/entity/Q120973166,Alfons Van Doorne,http://www.wikidata.org/entity/Q3475027,Poeke,Werklocatie
http://www.wikidata.org/entity/Q2050293,Alfons Van Hee,http://www.wikidata.org/entity/Q448840,Alveringem,Werklocatie
http://www.wikidata.org/entity/Q2050293,Alfons Van Hee,http://www.wikidata.org/entity/Q726498,Langemark,Werklocatie
http://www.wikidata.org/entity/Q2050293,Alfons Van Hee,http://www.wikidata.org/entity/Q822790,Lo-Reninge,Geboorteplaats
http://www.wikidata.org/entity/Q2050293,Alfons Van Hee,http://www.wikidata.org/entity/Q2041206,Moere,Sterfteplaats
http://www.wikidata.org/entity/Q2050293,Alfons Van Hee,http://www.wikidata.org/entity/Q2041206,Moere,Werklocatie
http://www.wikidata.org/entity/Q2050293,Alfons Van Hee,http://www.wikidata.org/entity/Q211037,Roeselare,Werklocatie
http://www.wikidata.org/entity/Q2050293,Alfons Van Hee,http://www.wikidata.org/entity/Q2174414,Wijtschate,Werklocatie
http://www.wikidata.org/entity/Q26845752,Alfred Guichon de Grandpont,http://www.wikidata.org/entity/Q12193,Brest,Sterfteplaats
http://www.wikidata.org/entity/Q26845752,Alfred Guichon de Grandpont,http://www.wikidata.org/entity/Q7003,Dijon,Geboorteplaats
http://www.wikidata.org/entity/Q115820635,Alfred Neut,http://www.wikidata.org/entity/Q129286,Brits-Indië,Werklocatie
http://www.wikidata.org/entity/Q115820635,Alfred Neut,http://www.wikidata.org/entity/Q1348,Calcutta,Sterfteplaats
http://www.wikidata.org/entity/Q115820635,Alfred Neut,http://www.wikidata.org/entity/Q1296,Gent,Geboorteplaats
http://www.wikidata.org/entity/Q115815697,Aloysius De Visschere,http://www.wikidata.org/entity/Q674954,De Panne,Werklocatie
http://www.wikidata.org/entity/Q115815697,Aloysius De Visschere,http://www.wikidata.org/entity/Q2681034,Emelgem,Werklocatie
http://www.wikidata.org/entity/Q115815697,Aloysius De Visschere,http://www.wikidata.org/entity/Q2681034,Emelgem,Sterfteplaats
http://www.wikidata.org/entity/Q115815697,Aloysius De Visschere,http://www.wikidata.org/entity/Q2928815,Ruddervoorde,Geboorteplaats
http://www.wikidata.org/entity/Q115815697,Aloysius De Visschere,http://www.wikidata.org/entity/Q696982,Ruiselede,Werklocatie
http://www.wikidata.org/entity/Q115815697,Aloysius De Visschere,http://www.wikidata.org/entity/Q270633,Torhout,Werklocatie
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,http://www.wikidata.org/entity/Q742920,Bredene,Werklocatie
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,http://www.wikidata.org/entity/Q2625637,Gits,Werklocatie
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,http://www.wikidata.org/entity/Q1849663,Heestert,Sterfteplaats
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,http://www.wikidata.org/entity/Q1849663,Heestert,Werklocatie
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,http://www.wikidata.org/entity/Q696871,Lichtervelde,Geboorteplaats
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,http://www.wikidata.org/entity/Q2556717,Westvleteren,Werklocatie
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,http://www.wikidata.org/entity/Q2161674,Zerkegem,Werklocatie
http://www.wikidata.org/entity/Q115979418,Aloysius Vandemaele,http://www.wikidata.org/entity/Q3474562,Asper,Sterfteplaats
http://www.wikidata.org/entity/Q115979418,Aloysius Vandemaele,http://www.wikidata.org/entity/Q12994,Brugge,Werklocatie
http://www.wikidata.org/entity/Q115979418,Aloysius Vandemaele,http://www.wikidata.org/entity/Q12995,Kortrijk,Werklocatie
http://www.wikidata.org/entity/Q115979418,Aloysius Vandemaele,http://www.wikidata.org/entity/Q2127148,Lauwe,Werklocatie
http://www.wikidata.org/entity/Q115979418,Aloysius Vandemaele,http://www.wikidata.org/entity/Q2314278,Oostduinkerke,Werklocatie
http://www.wikidata.org/entity/Q115979418,Aloysius Vandemaele,http://www.wikidata.org/entity/Q822777,Oostrozebeke,Werklocatie
http://www.wikidata.org/entity/Q115979418,Aloysius Vandemaele,http://www.wikidata.org/entity/Q499588,Poperinge,Werklocatie
http://www.wikidata.org/entity/Q115979418,Aloysius Vandemaele,http://www.wikidata.org/entity/Q651811,Tielt,Werklocatie
http://www.wikidata.org/entity/Q115979418,Aloysius Vandemaele,http://www.wikidata.org/entity/Q244513,Zwevegem,Geboorteplaats
http://www.wikidata.org/entity/Q115821483,Aloïs Baelen,http://www.wikidata.org/entity/Q12995,Kortrijk,Sterfteplaats
http://www.wikidata.org/entity/Q115821483,Aloïs Baelen,http://www.wikidata.org/entity/Q12995,Kortrijk,Werklocatie
http://www.wikidata.org/entity/Q115821483,Aloïs Baelen,http://www.wikidata.org/entity/Q650376,Oekene,Werklocatie
http://www.wikidata.org/entity/Q115821483,Aloïs Baelen,http://www.wikidata.org/entity/Q499588,Poperinge,Geboorteplaats
http://www.wikidata.org/entity/Q115821483,Aloïs Baelen,http://www.wikidata.org/entity/Q499588,Poperinge,Werklocatie
http://www.wikidata.org/entity/Q115821483,Aloïs Baelen,http://www.wikidata.org/entity/Q651811,Tielt,Werklocatie
http://www.wikidata.org/entity/Q2580620,Aloïs Nelis,http://www.wikidata.org/entity/Q12892,Antwerpen,Werklocatie
http://www.wikidata.org/entity/Q2580620,Aloïs Nelis,http://www.wikidata.org/entity/Q12892,Antwerpen,Geboorteplaats
http://www.wikidata.org/entity/Q2580620,Aloïs Nelis,http://www.wikidata.org/entity/Q12994,Brugge,Werklocatie
http://www.wikidata.org/entity/Q2580620,Aloïs Nelis,http://www.wikidata.org/entity/Q58780,Hasselt,Werklocatie
http://www.wikidata.org/entity/Q2580620,Aloïs Nelis,http://www.wikidata.org/entity/Q118958,Leuven,Sterfteplaats
http://www.wikidata.org/entity/Q2580620,Aloïs Nelis,http://www.wikidata.org/entity/Q118958,Leuven,Werklocatie
http://www.wikidata.org/entity/Q119013806,Aloïs Van de Pitte,http://www.wikidata.org/entity/Q12994,Brugge,Geboorteplaats
http://www.wikidata.org/entity/Q119013806,Aloïs Van de Pitte,http://www.wikidata.org/entity/Q12994,Brugge,Sterfteplaats
http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,http://www.wikidata.org/entity/Q12994,Brugge,Sterfteplaats
http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,http://www.wikidata.org/entity/Q1296,Gent,Geboorteplaats
http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,http://www.wikidata.org/entity/Q724638,Hoogstraten,Werklocatie
http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,http://www.wikidata.org/entity/Q118958,Leuven,Werklocatie
http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,http://www.wikidata.org/entity/Q162022,Mechelen,Werklocatie
http://www.wikidata.org/entity/Q2298746,Aloïs Walgrave,http://www.wikidata.org/entity/Q1999262,Vollezele,Werklocatie
http://www.wikidata.org/entity/Q2450554,Alphonse De Leyn,http://www.wikidata.org/entity/Q12994,Brugge,Sterfteplaats
http://www.wikidata.org/entity/Q2450554,Alphonse De Leyn,http://www.wikidata.org/entity/Q12994,Brugge,Werklocatie
http://www.wikidata.org/entity/Q2450554,Alphonse De Leyn,http://www.wikidata.org/entity/Q12994,Brugge,Geboorteplaats
http://www.wikidata.org/entity/Q2450554,Alphonse De Leyn,http://www.wikidata.org/entity/Q211037,Roeselare,Werklocatie
http://www.wikidata.org/entity/Q11071766,Alphonse de Voss,http://www.wikidata.org/entity/Q29520,China,Woonplaats
http://www.wikidata.org/entity/Q11071766,Alphonse de Voss,http://www.wikidata.org/entity/Q29520,China,Sterfteplaats
http://www.wikidata.org/entity/Q11071766,Alphonse de Voss,http://www.wikidata.org/entity/Q142,Frankrijk,Geboorteplaats
http://www.wikidata.org/entity/Q11071766,Alphonse de Voss,http://www.wikidata.org/entity/Q383912,Glossop,Woonplaats
http://www.wikidata.org/entity/Q11071766,Alphonse de Voss,http://www.wikidata.org/entity/Q23666,Groot-Brittannië,Woonplaats
http://www.wikidata.org/entity/Q11071766,Alphonse de Voss,http://www.wikidata.org/entity/Q1018423,Melton Mowbray,Woonplaats
http://www.wikidata.org/entity/Q11071766,Alphonse de Voss,http://www.wikidata.org/entity/Q737077,Mesen,Geboorteplaats
http://www.wikidata.org/entity/Q661993,Alsemberg,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q448840,Alveringem,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q2099446,Amaat Joos,http://www.wikidata.org/entity/Q1296,Gent,Sterfteplaats
http://www.wikidata.org/entity/Q2099446,Amaat Joos,http://www.wikidata.org/entity/Q391294,Hamme,Geboorteplaats
http://www.wikidata.org/entity/Q2099446,Amaat Joos,http://www.wikidata.org/entity/Q268219,Ronse,Werklocatie
http://www.wikidata.org/entity/Q2099446,Amaat Joos,http://www.wikidata.org/entity/Q13127,Sint-Niklaas,Werklocatie
http://www.wikidata.org/entity/Q3421496,Amaat Vyncke,http://www.wikidata.org/entity/Q3040923,Dudzele,Woonplaats
